,city,temp,humidity,clouds,wind_speed,lat,lon
814,mezen,1.94,100,76,8.77,68.34122206689969,46.17596234266918
815,yankton,42.98,50,1,3.6,42.627955628441725,-98.54721117814213
816,monoharpur,66.47,84,0,2.07,22.085885730713713,88.02020345047703
817,petrozavodsk,-4.0,83,44,3.07,61.437712322499465,34.210584235648355
818,chaumont,39.24,100,90,1.0,48.21672981890595,5.4585044018429585
819,gboko,65.39,78,8,1.32,7.166799367746236,9.348105363765114
820,tartus,61.3,100,0,4.17,34.82362016683082,34.94683551939431
821,riyadh,63.5,73,56,2.52,21.457430806034154,46.41268759299223
822,clarence town,75.65,100,64,7.27,23.270019344543215,-74.6681276310514
823,apollonia,57.2,71,0,3.6,36.67983816841999,24.88648982270513
824,shubarkuduk,7.3,77,0,5.17,47.83933970954422,55.17803326944829
825,sorland,40.78,100,80,11.87,70.89584236440746,6.186260477022898
826,druzhba,34.61,93,92,1.37,39.90523688317748,60.73035379453776
827,ust-barguzin,-13.9,100,24,3.32,53.8245985605987,109.07368664874087
828,gedo,40.55,65,0,0.97,8.442434962598654,37.130243583277235
829,krasnaya gora,32.95,99,88,2.82,53.59979582416534,31.262067315731315
830,lagoa vermelha,69.71,94,32,2.07,-28.432087866889177,-51.67618719106645
831,zelenets,-2.2,84,40,3.0,62.102620697167964,50.64572291604213
832,charters towers,72.41,99,100,7.97,-20.135724088493077,146.36689327856527
833,klupci,52.03,71,68,3.07,44.50125639981678,19.255070666561494
834,mahenge,71.51,98,64,0.52,-8.42903464251168,37.540332247561025
835,sa kaeo,84.88,44,64,3.17,13.926792077868853,102.2109473665044
836,zhanatas,11.98,70,0,1.77,43.18787437410094,69.44269788199756
837,yarmouth,31.15,100,24,8.77,41.48108148277029,-67.33200978005063
838,adrar,45.32,67,0,1.72,31.688816808080347,-0.8749352289291039
839,northam,95.81,16,0,3.42,-29.443344173531898,118.89400868403783
840,jamiltepec,81.41,100,24,2.87,15.599898176626255,-97.73749649288058
841,port blair,80.96,100,48,6.07,10.873205584765714,87.70600953916949
842,pilisborosjeno,41.0,100,92,3.6,47.58327082641668,18.98057185163657
843,mosquera,77.09,96,0,3.97,4.540808070218347,-79.96023565870836
844,wenceslau braz,73.49,51,12,3.27,-23.790368806423203,-49.71367589808375
845,nazca,68.99,81,56,0.67,-14.785841897132542,-75.10349146018292
846,kandrian,84.34,100,64,2.07,-8.018283910515152,150.28558482843556
847,troitsk,-4.85,54,8,1.32,53.818282906680736,61.294198935433826
848,tupik,-20.06,53,36,1.42,55.009203846705276,119.92680076664453
849,svetlyy yar,14.0,85,90,2.0,48.579655317919446,44.72285212671943
850,novospasskoye,11.21,90,80,1.42,53.23087944965971,47.77026460003913
851,yumen,1.67,67,12,1.27,36.06317150782441,96.75737115613902
852,tornio,-5.8,83,56,1.52,67.00701363806974,23.646972665139998
853,chabahar,52.61,94,0,1.77,25.78873754586658,59.24527422875434
854,bonthe,81.37,99,0,3.57,7.494997423634999,-13.031707804142002
855,tibagi,68.95,80,24,1.97,-24.56089759851099,-50.45895371010221
856,kargasok,-47.2,0,12,1.37,60.63940679204708,79.95987528266465
857,anchorage,15.55,77,75,0.72,60.8789811223252,-149.95126696079035
858,doha,66.45,82,0,1.0,24.993928963536547,52.04720293746752
859,balkhash,-8.09,78,0,3.57,46.94587000245647,74.80428254628606
860,sabang,82.9,99,8,6.07,7.115944580260873,94.36862980965873
861,shelburne,34.39,100,48,10.12,41.296810028267856,-65.6131012448905
862,pedasi,77.23,91,12,3.72,6.891518057872517,-79.62348376748407
863,vagur,40.19,100,64,7.72,59.81996201583772,-7.084798006490587
864,port keats,83.62,100,88,11.47,-11.91513000220992,127.31559245846563
865,ewa beach,77.5,100,0,5.22,11.304565917706796,-161.8380705178652
866,aasiaat,-12.5,77,36,1.07,67.95762932293246,-52.13963069617917
867,kjollefjord,31.64,100,64,9.77,71.14649128933826,27.327074158855453
868,anshun,64.0,66,0,5.12,25.966059523090195,106.12972875619852
869,sangar,-37.16,74,36,3.97,63.702449800315236,125.46838182583099
870,hornepayne,-0.26,65,92,3.87,50.911084486826724,-84.99679836575122
871,trento,28.4,92,90,7.2,46.15741997128558,11.1326237043057
872,amursk,-3.55,63,0,2.67,50.10909116562297,136.88785923839248
873,bintulu,81.82,100,100,4.67,3.5658339840598074,112.47508201387984
874,svetlogorsk,-45.35,0,24,1.32,68.08789245791229,89.9937279359487
875,pemangkat,81.37,100,92,6.27,3.063871128942509,106.94788286725009
876,rio gallegos,48.07,93,92,2.57,-52.58429351009406,-69.6695925570015
877,kalininsk,13.78,86,88,1.97,51.52446195191948,44.53677813448331
878,wahiawa,70.16,100,68,9.42,25.61353602009538,-156.97636555563452
879,gornyy,10.27,88,88,1.97,51.63891314467608,48.660497649148994
880,yambio,69.94,60,24,2.57,3.9270006723541826,28.85032300387209
881,college place,35.15,66,90,2.42,45.78342897718133,-118.46821343141367
882,tungkang,74.53,100,88,10.67,20.869943883282417,118.72833863210701
883,riachao,74.98,89,32,2.97,-7.46073510563437,-46.73566152924161
884,port-gentil,79.25,100,88,3.22,-1.0664570674306901,5.587556877365614
885,namtsy,-38.15,68,32,0.97,65.11587612692333,129.95399689345555
886,ciudad ojeda,75.79,50,0,4.27,10.539746614239235,-70.96538970268765
887,binga,73.63,92,36,1.07,2.1966117216389023,20.882185411996034
888,asnaes,35.6,98,88,3.6,56.150230126090236,11.444997512992586
889,tezu,59.99,49,36,0.32,28.076488088307883,95.8506666736182
890,inirida,77.09,90,8,0.82,2.957258524943498,-68.01279841652546
891,inhambane,81.19,96,12,4.62,-23.763534244088532,38.35849474169663
892,bambanglipuro,79.61,100,32,2.57,-10.295014582031087,110.23763439285148
893,angra,61.34,100,20,5.67,37.7221331856461,-27.65325447161888
894,natitingou,68.81,91,24,1.97,10.886851880257709,1.4158665059754583
895,ust-kuyga,-52.82,0,8,1.22,70.30271368312341,134.2457766006927
896,lejanias,52.97,91,24,0.72,3.657577738761475,-74.31825433374377
897,rivadavia,82.4,65,40,0.62,-33.43447832834958,-68.61925773434169
898,bella union,70.25,98,92,2.42,-30.37792107476077,-58.3906305340586
899,fayetteville,51.49,93,90,2.1,36.08471769936155,-94.16301560073036
900,la baule-escoublac,39.2,86,0,4.6,46.992412191392106,-2.3141400087814077
901,gornopravdinsk,-21.28,63,64,3.07,60.015466911090044,69.90848614273051
902,bougouni,66.2,54,0,2.27,12.086866973972434,-6.946129071329409
903,joensuu,-4.0,83,75,3.1,62.4169422622156,30.163478641430373
904,ambon,78.94,96,56,0.42,-3.5927601836554715,126.82245405150735
905,lesogorsk,-19.34,27,32,2.72,55.75265538823331,99.50320741832121
906,norrtalje,32.0,95,90,4.1,59.992652520194866,18.879908017546967
907,campbell river,27.64,85,48,0.77,51.537097592067596,-125.28080270895414
908,sandviken,26.6,100,92,3.1,60.75378200651602,16.542984655561185
909,siverek,37.4,86,40,3.1,37.911182171525326,39.19479604747664
910,jibuti,57.25,69,0,2.42,12.394247150735993,42.84535430266047
911,harlingen,37.49,93,80,10.8,55.24909249710046,4.852018037995634
912,cayenne,78.44,100,68,8.42,8.388260720476225,-47.41610059144182
913,tasbuget,10.54,80,0,1.37,43.82977945186653,65.19950432243596
914,husavik,28.0,100,20,5.22,72.90525278492035,-14.276905900908417
915,kamien pomorski,32.0,97,92,4.1,53.83838908588413,14.569595628500764
916,surt,53.06,33,0,5.42,29.955810996904475,18.055790936536255
917,palanga,33.8,86,56,3.6,56.05161603390812,20.871190541586856
918,siwani,47.21,97,20,1.57,28.904557569450077,75.5883452848501
919,sao jose da coroa grande,80.65,100,56,6.17,-11.566653768246027,-30.575886138383567
920,znamenskoye,-21.5,64,80,2.87,58.10454864171996,73.53942768524027
921,bako,56.17,62,8,0.12,6.331970755689397,36.775284252197025
922,zhangjiakou,24.4,32,68,9.52,42.55461875527439,114.20235944162852
923,cabanas,75.7,93,0,7.27,23.839719788228066,-83.09551849066636
924,sorong,78.62,100,92,1.77,0.6400742841868237,131.85038874193827
925,kadaya,1.94,64,0,3.27,51.119270529522936,119.35745231794357
926,kudahuvadhoo,82.49,100,0,5.27,2.1273305488286383,63.40584926420283
927,arica,32.09,91,44,1.02,-19.037549368465648,-69.17146852633668
928,kailua,76.32,78,75,6.7,21.04119603664121,-157.35146999583012
929,seoul,37.27,65,76,2.82,39.16474104296657,126.67755564596217
930,mariental,73.67,30,8,2.92,-23.856411015578388,17.834465436372255
931,solana beach,58.19,69,75,1.12,32.99276419140311,-117.25226601416824
932,san quintin,70.79,100,92,4.17,21.708773904563486,-126.42773506850381
933,nuuk,27.1,100,56,13.07,61.217023416867534,-54.318972709839
934,nikolsk,17.42,88,68,0.87,59.36714356513758,45.44193793635327
935,zafra,42.85,97,92,7.17,38.46010544349798,-6.625499982170453
936,gorontalo,82.27,100,8,1.67,-0.07188472244406796,122.49106880762173
937,el oro,38.84,76,0,1.02,19.78765449710606,-100.04026474463755
938,beidao,20.98,81,92,1.07,34.62338906802748,105.2810476667276
939,pangai,86.0,70,20,4.6,-19.917229861558937,-174.48551489272643
940,tevriz,-17.63,78,88,2.77,57.45514267223089,72.41765575045258
941,usinsk,-11.33,76,68,2.67,66.79664566398591,56.504962470649275
942,gasa,5.95,72,0,2.92,28.44378891709792,88.93334255016163
943,charcas,45.55,59,12,1.47,23.59781585118239,-101.34798123223138
944,san juan de colon,78.8,74,75,1.0,7.992131957950363,-71.99266597541158
945,bijar,21.74,74,64,1.87,35.791531389569684,47.93032193312678
946,tiznit,52.3,100,88,4.12,29.26102997119372,-9.480920890608928
947,flagstaff,43.99,64,1,3.6,35.668161151624616,-112.30590641406044
948,anadyr,24.58,86,92,6.87,62.49129194970482,175.21583993761413
949,chimbote,73.09,100,44,3.82,-13.2044412385154,-86.63262689499203
950,estacion coahuila,64.18,74,1,2.1,32.17223246320006,-114.82970547789805
951,mae sai,62.6,100,0,1.27,20.501564889910668,100.11387901046027
952,east wenatchee bench,31.66,88,90,1.5,47.568449984189726,-120.0185149982301
953,cuamba,68.09,100,92,1.57,-14.643376983574399,36.36370421414901
954,suez,35.06,97,0,1.42,29.350155725889053,33.27486569106415
955,jumla,-11.6,62,24,4.67,35.23180896676136,84.72126033272315
956,sakakah,40.69,60,8,3.12,27.93565297631052,39.39571249048305
957,comodoro rivadavia,57.88,100,0,8.37,-46.17206099001634,-66.05850227067887
958,pangnirtung,5.14,92,88,4.22,66.08796388697212,-66.69189257623154
959,ha tinh,71.69,100,80,0.97,18.50281752951433,106.70060224339466
960,papenburg,32.86,84,90,2.6,52.89266226838515,7.457150772413854
961,santa maria,68.32,100,44,8.87,21.213979585101143,-22.60351512482191
962,necochea,50.09,100,12,11.82,-48.07013471052548,-53.705981164029254
963,peyima,76.6,59,24,2.62,8.718023837877567,-10.911296233035955
964,kenai,17.96,88,1,1.5,61.044053389967814,-151.8079952450663
965,sumkino,-9.89,71,64,3.27,57.97240706730156,68.35465557516127
